name,meaning
불이익변경금지의원칙, 소송법 상의 원칙으로 피고인이 상소한 사건이나 피고인을 위하여 상소한 사건에 대하여는 원심판결의 형보다 중한 형을 선고할 수 없다는 원칙.
비상계엄, 전시·사변 등 국가비상사태에서 사회 질서가 극도로 교란되어 행정 및 사법 기능의 수행이 곤란한 경우 대통령이 선포하는 계엄.
비상상고, 형사소송에서 판결이 확정된 후 그 사건의 심리가 법령을 위반한 것이 발견되면 검찰총장이 대법원에 불복신청을 하는 비상구제절차.
비조치의견서," 금융회사 등이 신규영업, 신상품 개발 등을 시행하기 전에 법적 불안정성을 제거하고 발생할 수 있는 불이익을 사전에 예방하기 위하여 금융감독법에 위반되는지 여부를 금융감독당국에 심사 청구하여 금융당국으로부터 이에 대한 답변을 듣는 제도."
비진의의사표시, 민법상의 개념으로 표의자가 자신의 의사와 표시가 불일치함을 알면서도 진의와 다른 의사표시를 하는 것(민법 제107조).
사기죄, 사람을 기망하여 재물의 교부를 받거나 재산상의 이익을 취득하는 범죄(형법 제347조).
사무관리, 타인을 위하여 법률상 의무 없이 사무를 관리하는 행위.
사물관할, 중대한 사건이나 신중한 심리가 요구되는 사건에 대해 제1심 법원 또는 합의부가 재판할 수 있는 권한을 분배.
사법심사, 사법법원이 행정기관의 행위에 대하여 적법 여부 심사를 하는 것.
사법적극주의, 법해석과 판결에 있어서 법문언의 해석에 그치치 않고 정치적 목표나 사회정의 실현 등을 염두에 두어 적극적 법형성 내지 법창조를 강조하는 태도.
사실관계, 사건 관계인들이 관여한 시간순에 따라 사건을 정리하는 것을 '역사적 사실'라고 하는데 이 '역사적 사실'에서 법률적으로 의미있는 부분 즉 권리·의무의 판단에 필요한 것만을 선별한 것을 사실관계라고 한다.
사실의흠결, 형법에서 어떤 행위의 내용 중 구성요건에 해당하는 요소가 없는 경우.
사적자치의원칙," 사법상의 법률관계는 개인의 자유로운 의사에 따라 자기책임하에서 규율하고, 원칙적으로 국가는 이에 간섭하지 않는다는 근대 사법의 원칙."
사정변경의원칙, 법률행위의 성립 당시와 그 기초가 된 사정이 현저히 변경되는 경우 당초에 정하여진 행위의 효과를 그대로 유지 강제하는 것은 신의칙에 반하므로 법률행위를 새로운 사정에 적합하도록 변경하거나 또는 해제 해지시켜 그 구속력을 잃게 할 수 있다는 원칙.
사체유기죄, 사체·유골·유발이나 관내에 장치한 물건을 유기함으로써 성립하는 범죄(형법 제161조).
사후심, 원심 판결의 당시를 기준으로 하여 원심에서 현출된 자료에 따라 판결의 당부를 사후에 심사하는 심급절차.
상계," 채무자와 채권자가 동종의 채권을 가질 경우, 그 채권과 채무를 대등액에서 소멸시키겠다는 의사표시(민법 제492조 이하)."
상고, 제2심 판결에 불복하여 대법원에 상소하는 것.
상관모욕죄, 군형법에서 군인이나 군적을 가지는 예비역·보충역 등이 상관을 모욕하거나 명예를 훼손하는 범죄.
상대적과실, 피고가 원고와 자신의 과실을 비교하여 보상 규모를 낮추고자 하는 항변.
상린권, 서로 인접한 부동산의 이용관계를 조절하는 과정에서 생기는 법률관계에 의하여 발생하는 권리.
상소, 재판이 확정되기 전 상급법원에 불복신청을 하여 구제를 청하는 제도.
상수원보호구역, 환경부장관 또는 시·도지사가 상수원 확보와 수질 보전을 위하여 수도법에 따라 지정·공고한 구역.
서증, 소송법상의 용어로서 소송에서 문서의 증거력 유무를 조사하는 절차.
선고, 법원이 소송의 당사자에게 판결을 공식적으로 선언하는 절차.
선관주의의무,  그 사람의 직업 및 사회적 지위에 따라 거래상 보통 일반적 객관적으로 요구되는 정도의 주의를 말한다. 
선동, 다른 사람에게 어떠한 일이나 행동을 부추기는 행위.
선례구속의원칙, 동일 또는 유사한 사건에 대한 재판은 선례에 따라서 이루어져야 한다는 원칙으로서 상급법원의 판결이 하급법원을 구속하는 것을 말한다.
선의, 자신의 행위가 법률관계에 영향을 미칠 수 있다는 사실을 모르는 것.
선의의취득자, 물건의 원소유주의 권리를 알지 못한 채 판매자로부터 물건을 취득한 사람.
선의취득, 제3자가 권리의 외관을 신뢰하고 거래한 때에는 비록 전소유자가 무권리자이더라도 권리의 취득을 인정하는 제도(민법 제249조~251조).
소·청구, 원고가 법원에게 일정한 행위에 대해 정당성 여부를 심판하여 권리 보호를 허락하여 달라고 요구하는 신청.
소급효, 법률 또는 법률요건의 효력이 그 성립 이전에서부터 발생하는 것.
소멸시효, 권리자가 권리를 행사하지 않은 채 일정기간이 지난 경우에 그 권리의 소멸을 인정하는 제도(민법 제162조 이하).
소명," 당사자가 그 주장하는 사실에 관하여 법관에게 일응 진실한 것 같다는 추측이 생기도록 하는 것, 또는 이를 위하여 당사자가 증거를 제출하는 것을 말한다."
소비물, 물건의 성질상 한 번 사용하면 다시 동일한 용도로 사용할 수 없는 것
소비자보호법, 소비자의 권익을 보호하기 위하여 제정된 법률.
소송대리인, 소송 수행을 위하여 당사자로부터 대리권을 부여받은 사람.
소수주주권, 다수 주주의 횡포를 막고 회사의 이익을 보호하기 위하여 일정 비율의 주식을 보유한 소수 주주에게 부여하는 권리.
소액심판제도, 개인간의 분쟁 금액이 소액(2천만원 이하)일 경우 분쟁을 신속하게 해결하기 위하여 마련된 재판제도.
소요죄, 다중이 집합하여 폭행·협박 또는 손괴 행위를 함으로써 성립하는 범죄(형법 제115조).
소유권유보계약, 매도인이 매매대금의 완제를 받을 때까지 소유권을 보유하는 계약으로서 주로 할부약관이 있는 매매계약에서 이용된다.
소장, 소송을 제기하기 위하여 법원에 제출하는 서류.
소장의송달, 민사소송법의 절차로 소송을 제기 후 피고에게 소송사실(소장)을 고지하는 절차.
소환, 법원이 소송 진행을 위해 당사자·증인·대리인 등의 소송 관계인에게 일정한 일시에 법원 및 일정한 장소에 출석하도록 하는 행위.
속박," 계약이 부적절한 위협으로 이루어지거나,피해자가 합리적인 대안이 없는 상태에서 불가피하게 계약을 한 경우를 말한다."
손익상계, 손해배상청구권자가 손해를 본 것과 같은 원인에 의하여 이익도 보았을 때에는 손해에서 그 이익을 공제한 잔액을 배상해야 할 손해로 하는 것.
손해배상자의대위, 채무자가 채권의 목적인 물건 및 권리의 가액전부를 손해배상 할 때에는 채무자가 그 물건 및 권리에 관하여 당연히 채권자를대위하는 것을 말한다(민법 제399조).
수권행위, 대리권을 수여하는 법률행위.
수리행위, 다른 사람의 행위를 유효한 행위로 수령하는 것.
수사판사," 프랑스의 사법제도로, 판사가 경찰을 지휘하고 사건을 수사하여 구속영장을 발부하고 기소함."
수색, 압수해야 할 물건이나 체포해야 할 범인을 찾아내기 위하여 사람의 신체·물건·가택을 조사하는 강제처분.
수의약정, 실질적 구속력이 없는 약속 혹은 계약을 말한다. 이행자에게 이행여부에 관해 선택을 가능케 하여 이행이 법적구속력을 가지지 않는 계약이다.
수임료, 변호사가 당사자를 대리하여 소송을 수행하고 받는 수수료.
승낙, 피청약자가 계약을 성립시키기 위하여 청약자에게 하는 의사 표시.
시가총액, 전 상장주식을 시가로 평가한 금액.
시효, 일정한 사실 상태가 일정기간 계속되어 온 경우에 그 사실상태가 진정한 권리관계와 합치하는지 여부를 묻지 않고 법률상 사실상태에 대응하는 법률효과를 인정하여 주는 제도이다.
시효원용권, 민법에서 채무자가 소멸시효가 완성되었음을 이유로 채무이행을 거절하는 것.
신고, 국민이 법령에 따라 행정 관청에 일정한 사실을 진술·보고하는 것.
신뢰훼손, 믿고 의지했던 어떠한 상태를 깨뜨림.
신의성실의원칙, 민법에서 '권리의 행사와 의무의 이행은 신의에 좇아 성실히 하여야 한다'라고 규정한 원칙(민법 제2조).
신자연법론, 19세기 말 법실증주의를 비판하여 일어난 새 법철학 이론.
신체의자유, 사람이 적벌한 절차에 따르지 않고는 신체적 제한이나 구속을 받지 않는 자유.
실정법, 자연법과 대립된 개념으로 경험적 사실에 의거하여 형성된 법.
실체법, 법률관계에서 권리와 의무의 발생·변경·소멸 등을 규정한 법.
실효의원칙," 권리자가 장기간 권리를 행사하지 않아 상대방이 그 권리가 소멸되었다고 믿을 만한 정당한 사유가 있데 되었다면, 권리자에게 더 이상 권리 행사를 허용하지 않는다는 원칙."
심문, 법원이 당사자나 그 밖의 이해관계인에게 개별적으로 서면제출 혹은 구두 진술을 할 기회를 주는 행위.
압류, 민사소송에서 집행기관이 채권자의 신청을 받아 채무자의 재산 처분을 제한하거나 금지하는 행위.
약관, 계약의 당사자 일방이 계약 전 일정한 형식에 따라 마련한 계약조항.
양형, 법원이 형사재판의 결과 유죄 판결을 선고할 피고인에 대해 구체적으로 선고할 형을 정하는 것.
어음수표법, 어음과 수표에 관하여 규정한 상법.
업무상과실, 업무상 필요한 주의를 게을리 한 행위.
열대우림법, 1987년에 국제 연합·세계은행·세계자원기구가 열대우림을 보전하자는 취지로 제안한 법안.
오상방위, 객관적으로 정당방위의 사실이 존재하지 않음에도 불구하고 행위자가 정당방위의 사안이라고 주관적으로 오신하여 행한 방위행위.
완전사유권, 정부의 간섭에서 자유로운 완전한 사유권.
외관주의," 진실에 반하는 외관을 제3자에게 표시한 경우, 이를 믿은 사람에게 귀책사유가 없는 한, 외관을 표시한 자가 표시된대로의 법률상 책임을 부담한다는 것을 말한다."
원고, 법원에 소송을 제기하여 재판을 청구한 사람.
원인에있어서자유로운행위, 자기가 자기 스스로를 책임 능력이 없는 상태로 빠뜨려 범죄를 실행하는 행위(형법 제10조).
위법성, 범죄의 성립요건 중 하나로 어떤 행위가 법질서 전체의 원리와 어긋나는 일. 
위법성조각사유, 어떠한 범죄가 법질서 전체와 어긋나는 위법성을 갖추고 있더라도 실질적으로 위법이 아님을 인정할 수 있는 특별한 사유.
위요지, 민법에서 어떤 토지를 둘러싸고 있는 주변토지를 지칭하는 말.
위증, 법률에 따라 선서한 증인이 법정에서 허위로 진술하는 행위(형법 제152조).
위탁, 법률 행위나 사무 처리를 다른사람에게 부탁하거나 책임을 넘기는 일.
유권해석, 권한 있는 국가기관에 의하여 행해지는 구속력 있는 법의 해석.
유기죄, 법률상·계약상 보호 및 부양의무가 있는 사람이보호나 부양이 필요한 사람을 방치한 것을 내용하는 죄(형법 제271조).
유실물, 점유자의 의사에 의하지 않고 그 점유를 이탈한 물건으로서 도품이 아닌 것 .
유언검인," 미국법상 법원에서 사망자의 유언을 파악한 뒤, 사실 유무를 알아보고 상속분배를 어떻게 할 것인가 결정하는 법정관리."
유인적위험물, 어린이가 어떠한 토지에 있는 위험물에 이끌려 불법침입을 한 뒤 상해를 입으면 토지 주인이 이를 책임을 진다는 원칙.
유추해석금지의원칙, 법률에 규정이 없는 사항에 대해 그것과 유사한 성질을 가지는 사항에 관한 법률을 적용하는 것을 금하는 형법상의 법리를 말한다.
유치권, 타인의 물건이나 유가증권을 점유한 사람이 그 물건 또는 유가증권에 관하여 발생한 채권의 변제를 받을 때까지 그 물건 또는 유가증권을 유치할 수 있는 권리(민법 제320조~제328조).
윤리적법규, 직접적으로 윤리적 의무와 관련있는 사항을 내용으로 하는 법규.
의사, 무엇을 하고자 하는 생각이나 뜻.
의사의통지, 민법상 자기의 의사를 타인에게 통지하는 행위.
의제상인," 자기명의로 상행위를 하지는 않으나 상인으로 의제되는 사람을 일컫는 대한민국 상법의 개념이다(상법 제46조, 47조) 의제상인은 설비상인과 민사회사로 구분된다."
이중매매, 매도인이 동일한 목적물을 2인 이상의 매수인에게 이중으로 매매하는 행위.
이중위험금지, 동일한 범행으로 두 번 기소당하는 것을 금지하는 것.
이행불능,계약 성립 당시에는 이행이 가능했으나 계약체결 후 채무자의 고의 또는 과실로 인하여 급부의 이행이 불가능하게 된 경우를 말한다.
인낙조서, 민사 소송법에서 피고가 원고의 청구 내용인 권리 혹은 주장을 인정하는 진술을 적은 조서.
인용, 청구인의 주장이 인정되는 경우 그 주장을 받아들이는 법원의 결정.
일물일권주의, 한 개의 물건 위에는 동일한 내용의 물건이 하나밖에 성립하지 못한다는 원칙.
일반법과특별법," 법은 그 효력이 미치는 범위를 기준으로 하여 일반법과 특별법으로 나눌 수 있다. 사람 · 장소 · 사항 등에 특별한 제한이 없이 일반적으로 적용되는 법을 일반법이라고 하고, 일정하게 한정된 사람 · 장소 · 사항 등에 관하여서만 적용되는 법을 특별법이라고 한다.  "
일방적행위," 국제법주체의 단독적 의사표시로서, 수신자의 의사와 관계없이 단독적으로 일정한 법적 효과를 발생시키는 행위."
일사부재리, 어떤 사건에 대해 일단 판결이 확정되면 다시 재판을 청구할 수 없다는 형사상 원칙.
일신전속권, 일신전속권은 권리가 특정한 주체와의 사이에 특별히 긴밀한 관계가 있기 때문에 그 주체만이 향유 · 행사할 수 있는 권리로서 귀속상의 일신전속권과 행사상의 일신전속권이 있다.  
일인회사, 회사의 주식 또는 지분의 전부가 1인에게 귀속된 회사.
임대차," 임대인이 임차인에게 어떤 물건을 사용·수익하게 할 것을 약정하고, 임차인이 이에 대하여 차임을 지급할 것을 약정함으로써 성립하는 계약(민법 제618조~제654조)."
임의규정," 당사자의 의사에 의하여 그 적용을 배제할 수 있는 규정을 말하며, 이와 반대로 당사자의 의사 여하에 불구하고 강제적으로 적용되는 규정을 강행규정이라 한다.  "
임의채권, 채권자 또는 채무자가 채권의 본래 목적인 급부를 대신하여 다른 급부를 할 수 있는 권리를 가진 채권.
입법재량, 입법부가 법률을 제정할 때 어떠한 내용으로 할 것인가에 대해 자유롭게 판단할 수 있음을 뜻한다.
입증책임," 소송에 있어 자신의 주장이 사실임을 증명할 책임을 뜻하며, 거증책임이라고도 한다. "
입질, 동산이나 유가증권 등을 담보로 돈을 빌려주는 것.
입찰요청서, 입찰참여를 위해 발송하는 정식 요청서.
자기방어," 민, 형사적 손해배상 책임을 면할 수 있는 항변 중 하나로 성폭행을 피하기 위해 상대방을 폭행한 것으로 예로 들 수 있다. "
자동차등불법사용죄," 권리자의 동의없이 다른 사람의 자동차나 선박, 항공기, 원동기장치자전거를 일시 사용했을 때 성립하는 범죄이다(형법 제331조의2).불법영득의사가 없는 사용절도의 일종이다."
자력구제," 법률상의 절차에 의하지 않고, 자기의 힘으로 권리 내용을 실현하는 일"
자백," 사실을 시인하는 행위로 형사법적으로는 범죄사실을 시인하는 것이고 민사법적으로는 소송의 변론이나 변론준비기일에서 상대방의 주장사실과 '일치'되고, 자기에게 '불리한' 사실상의 진술을 말한다."
자백의보강법칙, 피고인의 자백으로 유죄의 심증을 얻었다고 해도 보강할 증거가 없다면 유죄로 인정할 수 없다는 형사소송법상의 원칙으로서 자백을 강요하는 것을 방지하기 위한 법원칙이다(형사소송법 제310조).
자수범, 위자 자신이 범죄를 직접 실행해야 범죄가 성립하는 범죄를 말한다. 
자연법, 인위적인 영향을 전혀 받지 않고 자연적으로 존재하는 법체계.
자연환경보전법, 자연환경 및 생태계 보호와 야생동.식물의 멸종을 방지하는 법률이다. 
자유심증주의, 민사소송에서 증거에 의하여 사실을 인정함에 있어서 증거의 증명력을 법관의 자유로운 판단에 맡기는 주의를 말한다. 이와 반대로 증거의 증명력을 법에 의해 판단하는 것을 법정증거주의라 한다.
잡종재산," 국유재산은 그 용도에 따라 행정재산, 보존재산 잡종재산으로 구분하는데 잡종재산은 행정재산 및 보존재산이 아닌 일체의 국유재산을 말한다."
재심, 확정된 판결에 중대한 하자(재심의 사유)가 있는 경우 예외적으로 재심판을 청구하는 제도.
재정신청, 검사가 특정범죄사건에 대하여 불기소처분을 한 경우 그 불기소처분이 타당한지 여부를 직접 법원에서 판단해달라고 신청하는 제도.
재판부, 특정소송 사건을 심판하기 위해 법관으로 구성된 부서. 
재판적, 송사건과 법원의 관할구역의 관계를 결정하는 것으로 소송관계에서 당사자를 어느 법원의 재판권의 행사를 받게 하느냐를 정하는 근거가 되는 관계.
저당권," 채권자가 채무자나 또는 제3자가 채무담보로서 제공한 부동산 또는 부동산물권을 인도받지 않고, 다만 관념상으로만 지배하여 채무의 변제가 없을 경우 그 목적물로부터 우선변제를 받을 수 있는 권리. "
적법절차, 개인권리를 보호하기 위해 정해진 일련의 법적 절차로서 정당한 법절차를 뜻한다.
적정성의원칙, 법률의 내용에 관한 것으로 당해 형벌법규로 처벌할 실질적인 필요성이나 합리성이 있어야 처벌할 수 있다는 형법상의 원리이다.
전문증거, 사실인정의 기초가 되는 경험적 사실을 경험자 자신이 직접 법원에 출석하여 진술하지 않고 진술서를 작성하거나 수사기관의 조사를 통하는 등의 형태로 간접적으로 보고하는 것을 말한다.
전세권," 전세금을 지급하고 타인의 부동산을 일정기간 그 용도에 따라 사용 ·수익한 후, 그 부동산을 반환하고 전세금을 다시 돌려받는 권리(민법 제303조). "
전형계약, 일반적으로 법률에 요건과 규정을 두고 있는 계약을 말하며 유명계약이라고도 한다.
절차법, 권리의 실질적 내용을 실현하기 위하여 취해야 할 방법을 규율하는 법을 말하며 실체법과 대비되는 개념이다.
정당방위, 자신이나 다른 사람의 법익에 대한 부당한 침해를 방어하기 위한 행동. 
정당행위, 법령에 의한 행위 또는 업무로 인한 행위 기타 사회상규에 위배되지 아니한 행위.
제조물책임법," 제조물의 하자로 인해 발생하는 손해를 기업이 책임지도록 하고, 손해로부터 피해자를 보호하기 위해 제정된 법률."
제척기간, 어떤 종류의 권리를 행사할 수 있도록 법률상으로 정해진 유효기간. 
조건, 법률행위 효력의 발생 또는 소멸을 장래의 불확실한 사실의 성부에 의존케 하는 법률행위의 부관(민법 제150조).
조인, 제법상 조약의 내용에 대해 합의가 이루어짐을 증명하기 위해 조약당사국의 대표자가 서명하는 행위.
조정, 분쟁 당사자 사이에 제3자가 중개하여 화해에 이르도록 함으로써 분쟁의 해결을 도모하는 제도. 
종국판결, 소 또는 상소에 의해 진행되고 있는 사건의 전부나 일부를 현재의 심급에서 완결시키는 판결. 
종류채권, 일정한 종류에 속한 일정량의 물건의 인도를 목적으로 하는 채권.
죄형법정주의," 어떠한 행위가 범죄에 해당하고, 그에 따르는 형벌이 무엇인지는 반드시 국회에서 제정한 법률에 의해 규정되어야 한다는 형사법의 대원칙."
주의기준, 과실여부를 판단하기 위해 법적으로 정해진 기준. 
주의의무, 어떤 행위를 함에 있어서 일정한 주의를 하여야 할 의무이다.
준계약, 계약은 아니나 법적으로 계약과 같은 효력을 내포하고 있는 것을 말한다.
준비서면, 소송당사자가 변론에 나가기 전에 변론하고자 하는 내용을 적어 미리 법원에 제출하는 문서.
준용, 어떤 사항에 관한 규정을 필요한 경우 그 한도내에서 약간의 수정을 가하여 적용하는 것. 
중재, 분쟁 당사자들의 분쟁을 해결하기 위해 법원이 아닌 제3자가 개입해 분쟁을 해결하는 것.
중재조항, 계약 등을 체결할 때 분쟁이 생길 경우 법원에 의하지 않고 중재에 의해 문제를 해결하겠다는 내용의 조항.
증거, 어떠한 사실을 입증할 수 있는 근거. 
증거능력, 증거가 엄격한 증명의 자료로서 이용될 수 있는 법률상의 자격을 말한다. 
증거인멸죄," 다른 사람의 형사사건 또는 징계사건에 관한 증거를 인멸, 은닉, 위조 또는 변조하거나 위조 또는 변조한 증거를 사용한 경우 성립되는 범죄(형법 제155조)."
증거재판주의, 재판에서 사실의 인정은 증거능력이 있는 증거에 의하여야 한다는 원칙(형사소송법 제307조).
증명력, 그 증거가 사실의 인정에 쓸모가 있는 실질적인 가치를 가지는 것을 말한다.
증언, 증인이 어떠한 사실에 대해 법원의 심문에 따라 진술하는 것.
증언조서, 재판에서 사용할 목적으로 증인 등 사건관계자들의 진술을 기록한 문서.
지급명령, 금전이나 기타 대체물 및 유가증권의 일정한 수량의 지급을 목적으로 하는 청구에 관하여 채권자의 신청이 있으면 채무자를 심문하지 않은 채 그 이유가 있다고 인정되면 채무자에게 지급을 명하는 재판.
지상권," 다른 사람의 토지에 건물이나 기타 공작물, 수목을 소유하기 위해 그 토지를 사용하는 물권(민법 제279조~제290조)."
지상물매수청구권, 타인의 토지에 지상물(건물 ·공작물 ·수목)을 소유하기 위하여 그 토지를 사용 수익 하다가 그 기간이 만료하거나 기타 사유로 사용수익권이 소멸한 경우에 토지소유자 또는 사용수익권자가 그 지상물의 매수를 청구할 수 있는 권리(민법 제283조).    
직권주의, 당사자인 피고인을 보호하기 위해 일정범위 내에서 법원이 직권으로 소송절차를 진행하는 것.
직접강제, 의무자가 의무를 불이행할 경우 의무자의 신체 또는 재산에 직접적으로 실력을 가하여 의무이행과 동일한 상태를 실현하는 것. 
진술거부권, 피고인 또는 피의자와 사건관계인이 공판절차나 수사절차에서 법원이나 수사기관의 신문에 대해 진술을 거부할 수 있는 권리(헌법 제12조 제2항 및 형사소송법 각 규정).
집단분쟁조정제도, 여러 명의 소비자들이 동일한 제품 및 서비스로 인해 피해를 입은 경우 소비자분쟁조정위원회에 분쟁조정을 신청하여 피해구제를 받을 수 있는 제도 .
집행유예, 범죄자에게 형을 선고할 때 일정 기간 형의 집행을 유예하고 그 기간이 경과한 경우에는 형 선고의 효력을 잃게 하는 제도(형법 제63조).
징계처분, 질서유지를 위하여 정해진 일정한 기준과 법칙을 위반 할 경우 내려지는 제재 수단.
징수," 국가가 조세나 수수료, 벌금 과료 등을 납세의무자에게 알리고 이를 수납하는 것."
착오, 행위자의 주관적인 인식과 객관적 실제가 일치하지 않는 것(민법 제109조).
착한사마리아인의법," 위험에 처한 사람을 구조하는 과정에서 자신이 위험에 빠지지 않는 상황인데도 불구하고, 구조를 하지 않는 사람을 처벌하는 법."
채권, 채권이란 채권자가 채무자에게 일정한 행위(급부)를 요구할 수 있는 권리를 말한다.
채권자, 채무자에게 일정한 행위(급부)를 할 것을 청구할 수 있는 권리를 가진 사람을 말한다.
채권자대위권, 채권자가 자신의 채권을 보전하기 위해 채무자의 권리를 자신의 이름으로 대신 행사할 수 있는 것(민법 제404조 제405조). 
채권자지체," 채무자가 채무의 내용에 따른 이행의 제공을 하였음에도 불구하고, 채권자가 그 수령을 받을 수 없거나 수령을 거절하는 것을 말한다(민법 400조). "
채권자취소권, 채권자를 해함을 알고 행한 채무자의 법률행위에 대하여 채권자가 그 취소 및 원상회복을 법원에 청구할 수 있는 권리를 말한다(민법 제406조).
채무불이행, 채무자가 고의 또는 과실로 변제기까지 채무 내용에 따른 이행을 하지 않는 것을 말한다(민법 제390조).
채무자," 다른사람에게 일정한 행위를 할 의무를 지닌 자, 즉 채무를 가진 자를 말한다."
책문권, 법원이나 상대방의 소송행위가 소송절차에 관한 규정에 위반된 경우 이의를 진술하고 그 소송행위의 무효를 주장하는 권리.
책임, 인간의 어떤 행위가 그 행위의 주체로 돌아가는 것을 의미하며 형법에서 책임은 합법적으로 행동할 수 있음에도 불구하고 위법한 행위를 한 것에 대한 비난 가능성을 말한다.
책임능력, 법이 허용하지 않는 위법행위를 한 자신의 행위에 대해 스스로 책임을 부담하는 능력.
책임조각사유, 위법한 행위를 하였으나 당시 상황이 비정상적이기 때문에 행위자가 적법행위를 하였을 것이라고 기대할 수 없는 사유가 있다면 책임을 묻지 않는 것을 말한다.
청구의인낙, 피고가 법원에 대하여 원고측 주장의 전부 또는 일부를 이유가 있다고 인정하는 진술행위.
청구취지, 무엇에 대한 어떤 재판을 하는 것인가를 결론적으로 간명하게 요약하여 기재하는 소장의 결론적 부분. 
청원권, 국민이 국가기관에 일정한 사항을 문서로써 진정할 수 있는 권리(헌법 제26조).
체포," 수사기관 등이 피의자의 신체를 구속하여 활동의 자유를 박탈하는 행위로서 체포영장에 의한 체포, 긴급페포 현행범 체포가 있다(헌법 제12조, 형사소송법)."
체포영장, 혐의자가 죄를 범하였다고 의심할 만한 상당한 이유가 있을 때 법관이 발부하는 체포를 지시하는 명령장.
총유, 법인 아닌 사단 등이 집합체로서 공동으로 물건을 소유하는 공동소유의 형태(민법 제275조).
총의, 공동체 구성원 전체의 일반적인 동의. 
최고, 상대방에게 일정한 행위를 하도록 일방적으로 독촉하는 통지를 말한다.
추심명령, 압류채권자에게 채무자가 제3채무자에 대하여 가지고 있는 금전채권을 대위절차(민법 404 ·405조)에 의하지 아니하고 채무자에 갈음하여 직접 추심할 수 있는 권리를 부여하는 집행법원의 결정.    
추정, 불명확한 사실의 존부를 일단 정하여 법률효과를 발생시키는 것. 
추정상속인, 장래에 상속이 개시된다고 가정하는 경우 상속인이 될 사람을 가르키는 말이다. 
추징," 몰수 할 수 있는 물건 중에 범죄행위에 의하여 생기고, 또는 이로 인하여 취득한 물건, 범죄행위의 대가로 취득한 물건의 전부 또는 일부가 소비되었거나 분실 기타의 이유로 몰수 할 수 없게 된 경우에 그 물건에 상당한 가액을 징수하는 것이다(형법 제48조 2항).   "
추행," 성욕의 흥분, 자극 또는 만족을 목적으로 하는 행위로서 건전한 상식 있는 일반인에게 성적 수치나 혐오의 감정을 느끼게 하는 일체의 행위를 의미한다."
추후보도청구권, 언론에 의하여 범죄혐의가 있거나 형사상의 조치를 받았다고 보도 또는 공표된 자는 그에 대한 형사절차가 무죄판결 또는 이와 동등한 형태로 종결된 때에는 그 사실을 안 날부터 3월 이내에 언론사에 이 사실에 관한 추후보도의 게재를 청구할 수 있는 권리.
취득시효," 다른 사람의 물건을 일정기간 가지고 있던 사람이 그 물건의 소유권을 가지거나, 그 권리를 취득케하는 제도(민법 제245조)."
친고죄, 피해자 및 기타 법률이 정한 자가 범죄에 대해 고소를 해야 공소를 제기할 수 있는 범죄.
친권, 부 또는 모가 미성년인 자를 보호 양육하고 그 재산을 관리하는 것을 내용으로 하는 권리 · 의무를 말한다(민법 제909조~제927조).
친권자," 자녀의 보호와 양육, 그 재산을 관리하는 권리와 의무를 가지고 있는 사람. "
친족, 혼인과 혈연을 기초로 하여 상호간에 관계를 가지는 사람을 말하는 법률상 용어로 일반적으로는 친척이라 부른다.
토지관할, 소재지를 달리하는같은 심급의 법원사이에 소송사건의 분담관계를 정해 놓은 것. 
통지, 특정인 또는 불특정다수인에게 특정사실에 대해 알리는 행위.
특례법, 어떠한 법률이 규정하는 내용에 대해 특례를 규정하는 것을 목적으로 제정된 법률. 
특정물채권, 민법상의 개념으로 구체적인 거래에 있어 당사자가 특히 목적물의 개성에 착안하여 목적물을 지정한 경우 그 목적물을 특정물이라 하는데 특정물의 인도를 목적으로 하는 채권(민법 제374조).
편무계약, 당사자의 일방이 채무를 부담하는 계약 혹은 서로 채무를 부담해도 그 채무가 대가적 관계에 있지 않은 계약. 
피고, 민사소송 등에서 원고의 상대방으로서 원고가 낸 소를 받는 당사자가 피고이다.
피성년후견인," 질병이나 장애, 노령 또는 그 밖의 사유로 인해 정상적인 사무를 처리할 능력이 지속적으로 결여되어 가정법원오부터 성년후견개시의 심판을 받은 사람(민법 제9조)."
피의자, 범죄의 혐의가 있어 수사기관의 수사를 받고 있지만 아직 기소되지 아니한 사람. 
피해자," 불법행위 또는 범죄로 인해 자신의 생명, 신체, 재산, 명예를 위협 받은 사람. "
피해자의승낙, 피해자가 자기의 법익에 대한 침해 행위를 허용 · 동의한 경우에는 가해자의 행위는 위법이 되지 않는다는 것을 말하며 형법상 위법조각사유의 하나이다(형법 제24조).  
함정수사,"통상적인 수사방법으로서는 범죄 현장을 발견하고 피의자를 체포하기 어려운 지능적 범죄를 수사할 때, 미리 만들어 놓은 함정에 걸려들게 하여 범인을 색출하는 수사방법."
합동행위,동일한 목적을 가진 두 개 이상의 의사표시가 합치되어 성립하는 법률행위. 
합유, 수인이 조합체로서 물건을 소유하는 소유형태(민법 271조 1항)로서 공동소유의 한 형태이다. 개인적 색채가 강한 공유와 단체적 색채가 강한 총유의 중간적 성격을 가진다.
합헌적법률해석, 법률이 위헌처럼 보인다고 해도 헌법의 정신에 합치되도록 해석될 여지가  조금이라도 있다면 이를 위헌으로 함부로 판단할 것이 아니라 합헌으로 판단해야 한다는 법률해석방법. 
항고, 판결 이외의 재판인 결정 ·명령에 대하여 불복하여 이의신청을 하는 것으로 법률이 항고할 수 있다고 정한 경우에 한해 항고가 가능하다.
